source_id,source_name,relation,target_id,target_name,note,relation_type
608,sunlight spear,originates_from,690,soul of gwyn,Ultimate lightning miracle born from Lord Gwyn's soul.,origin
609,magic barrier,created_by,852,havel,Protective anti-magic miracle attributed to Havel.,origin
610,great magic barrier,stronger_version_of,609,magic barrier,Advanced form of Havel’s magic defense.,spell_variation
610,great magic barrier,used_against,68,seath the scaleless,Miracle developed to counter Seath's sorcery.,combat_reference
611,karmic justice,created_by,844,velka,Punishment miracle of Velka. Triggers when overwhelmed.,origin
611,karmic justice,tied_to,1071,sin,Triggers as divine retribution for heavy damage.,narrative_reference
612,tranquil walk of peace,part_of_school,1173,miracles,Used to impede enemy escape or facilitate retreat.,category
613,vow of silence,created_by,844,velka,Velka’s miracle to silence magic. Highly forbidden.,origin
614,sunlight blade,inherited_from,916,gwyn's firstborn,Weapon buff miracle. Lightning enchantment.,origin
615,darkmoon blade,used_by,923,darkmoon blade knights,Miracle of Gwyndolin’s followers. Buffs weapon with magic.,affiliation
615,darkmoon blade,requires,200,darkmoon talisman,Covenant-based spell requiring specific talisman.,requirement
615,darkmoon blade,tied_to,999,darkmoon covenant,Available to those aligned with Gwyndolin’s faction.,covenant_restriction
616,white sign soapstone,used_for,1191,cooperation,Used to summon player for co-op. Leaves white sign.,mechanic
617,red sign soapstone,used_for,1198,pvp duels,Allows players to challenge others for honorable duels.,mechanic
618,red eye orb,used_by,810,darkwraiths,Tool for infinite invasions. Tied to Darkwraith covenant.,affiliation
619,black separation crystal,used_for,1295,phantom dismissal,Tool to end multiplayer sessions or sever connections.,mechanic
620,orange guidance soapstone,used_for,984,message writing,Allows leaving messages to guide or mislead others.,functionality
621,book of the guilty,created_by,844,velka,A ledger maintained by the goddess Velka to list the guilty.,narrative_reference
621,book of the guilty,used_for,1299,tracking sins,Displays list of players who have sinned in the game.,functionality
622,eye of death,used_by,1194,gravelords,Used to spread curse and initiate Gravelord invasions.,affiliation
623,cracked red eye orb,used_by,1134,non-covenant invaders,Temporary item enabling PvP invasions without covenant membership.,affiliation
624,servant roster,maintained_by,763,eingyi,Used to track members of the Daughters of Chaos covenant.,ownership
625,blue eye orb,used_by,923,blades of the darkmoon,Tracks and invades guilty players in service of Dark Sun Gwyndolin.,affiliation
626,dragon eye,used_by,1313,dragon covenant,Enables duels for dragon scales as part of the covenant.,affiliation
627,black eye orb,used_against,993,fire keeper killers,Reacts near the guilty and enables justice-based invasion.,functionality
627,black eye orb,reacts_in,31,anor londo,Activates in the location of the Fire Keeper's killer.,location_reference
628,darksign,symbolizes,1247,undead curse,"A brand marking the Undead, linking them to the cycle of death.",symbolism
628,darksign,used_for,1115,respawning,Tool that causes the user to respawn at the last bonfire with penalty.,functionality
629,purple coward's crystal,used_for,1038,pvp exit,Used to forfeit duels in the PvP arena dishonorably.,functionality
630,estus flask,linked_to,1206,fire keepers,Primary healing item connected to the soul and power of Fire Keepers.,narrative_reference
631,silver pendant,given_by,31,anor londo,A gift to Artorias that deflects dark magic from the Abyss.,narrative_reference
632,elizabeth's mushroom,linked_to,764,elizabeth,Healing item associated with the sanctuary keeper Elizabeth.,narrative_reference
633,divine blessing,originates_from,770,gwynevere,Holy water created by Gwynevere that heals completely.,origin
634,green blossom,found_near,1176,water bodies,"Boosts stamina regeneration, grows annually near water.",environment_reference
635,bloodred moss clump,resists,814,bleeding,Used to reduce bleeding buildup from lacerating attacks.,combat_effect
636,purple moss clump,resists,1322,poison,"Cures poison, essential in toxic areas.",combat_effect
637,blooming purple moss clump,resists,1322,poison,Unique moss that cures both poison and toxin due to its flower.,combat_effect
637,blooming purple moss clump,resists,1004,toxin,Unique moss that cures both poison and toxin due to its flower.,combat_effect
638,purging stone,used_for,1262,curse breaking,Absorbs and removes curse status; once a living being.,functionality
639,egg vermifuge,used_for,1399,parasite removal,Removes egg infestations linked to Flame of Chaos followers.,functionality
640,repair powder,used_for,1277,weapon repair,Fixes the currently equipped weapon without a repairbox.,functionality
641,throwing knife,used_by,804,undead,A simple throwing weapon for short-range attacks.,affiliation
642,poison throwing knife,applies,1322,poison,"Applies poison on hit, effective for prolonged combat.",combat_effect
643,firebomb,deals,1379,fire damage,Thrown item that explodes on impact causing fire damage.,combat_effect
644,dung pie,inflicts,1004,toxin,Inflicts toxin on enemies and affects the user slightly.,combat_effect
645,alluring skull,affects,1195,hollows,Lures certain enemies by attracting their attention. Especially effective on Hollows.,effect
646,lloyd's talisman,used_by,1284,cleric knights,Tool of the cleric knights to prevent Estus use during battle.,tactical_use
647,black firebomb,stronger_variant_of,643,firebomb,Stronger firebomb variant that deals greater damage.,upgrade
648,charcoal pine resin,enhances_against,804,undead,Applies fire to weapon. Effective versus Undead enemies.,combat_effect
649,gold pine resin,effective_against,818,dragons,"Imbues weapon with lightning damage, effective against dragons.",combat_effect
650,transient curse,allows_interaction_with,830,ghosts,Allows attacks to land on cursed spirits like ghosts.,functional_effect
651,rotten pine resin,applies,1322,poison,"Applies poison effect to weapons, poisoning over time.",combat_effect
652,homeward bone,returns_to,1425,last bonfire,Used to return to the last bonfire rested at.,teleportation
653,prism stone,used_for,1396,fall safety,Marks paths and tests whether a fall is lethal.,utility
654,binoculars,crafted_in,808,astora,"Tool created in Astora, allows long-distance viewing.",origin
655,indictment,reports_to,923,blades of the darkmoon,Used to report invaders to the covenant for retribution.,mechanic
656,souvenir of reprisal,collected_by,923,blades of the darkmoon,Trophy obtained after defeating a sinner.,covenant_item
657,sunlight medal,awarded_by,1397,warrior of sunlight,Given as reward for jolly cooperation in jolly co-op.,reward
657,sunlight medal,associated_with,916,gwyn's firstborn,Tied to the god of war and lightning.,lore_reference
658,pendant,represents,1181,memories,No practical function; symbolic value related to memory.,symbolism
659,dragon head stone,grants,1424,dragon head form,Transforms the user's head and grants dragon breath ability.,transformation
659,dragon head stone,associated_with,1319,dragon apostles,Tied to those who seek the power of dragons.,affiliation
660,dragon torso stone,grants,1102,dragon torso form,Transforms the user's torso and allows a roar ability.,transformation
661,rubbish,has_trait,1098,no value,"Described as entirely worthless, though its presence may be deceptive.",attribute
662,copper coin,depicts,925,old man mcloyf,"Coin depicting a saint, carried for good fortune.",narrative_reference
663,silver coin,depicts,803,knight king rendal,"Coin featuring Rendal, used for luck or trade.",narrative_reference
664,gold coin,depicts,911,allfather lloyd,"Coin portraying Lloyd, symbolizes divine favor.",narrative_reference
665,peculiar doll,used_in,1357,painted world,Required to access the Painted World of Ariamis.,key_item
666,dried finger,enables,1290,extra phantom summon,Allows summoning an additional co-op phantom.,mechanic
670,fire keeper soul,belongs_to,898,ash maiden,One of the Fire Keepers whose soul reinforces Estus.,ownership
670,fire keeper soul,belongs_to,761,darkmoon knightess,Used to reinforce Estus; soul of the Fire Keeper in Anor Londo.,ownership
670,fire keeper soul,belongs_to,12,daughter of chaos,"Fire Keeper of the Fair Lady, tied to humanity and Chaos.",ownership
670,fire keeper soul,used_for,983,estus flask reinforcement,Used to reinforce Estus Flasks. Linked to Fire Keepers and bonfires. Draws humanity.,mechanic
671,soul of a lost undead,grants,1185,souls,Basic consumable soul item. Common among Hollows.,consumable
672,large soul of a lost undead,grants,1185,souls,Larger variant of the basic Undead soul.,consumable
673,soul of a nameless soldier,grants,1185,souls,Represents a Hollowed soldier. Slightly stronger than basic Undead.,consumable
674,large soul of a nameless soldier,grants,1185,souls,Larger variant of the nameless soldier soul.,consumable
675,soul of a proud knight,grants,1185,souls,Represents a once-proud knight. Grants a good amount of souls.,consumable
676,large soul of a proud knight,grants,1185,souls,Larger variant. More powerful than previous souls.,consumable
677,soul of a brave warrior,grants,1185,souls,High-value soul of a once-brave warrior.,consumable
678,large soul of a brave warrior,grants,1185,souls,Larger variant of the brave warrior soul.,consumable
679,soul of a hero,grants,1185,souls,Very high-value soul. Belonged to a legendary hero.,consumable
680,soul of a great hero,grants,1185,souls,Top-tier soul. Extremely rare and valuable.,consumable
681,humanity,grants,1437,hp recovery and humanity,Used to restore HP and gain Humanity. Mysterious black sprite. Crucial lore element.,consumable
682,twin humanities,grants,1268,double humanity,Grants two Humanity. Rare drop. Lore emphasizes human duality.,consumable
683,hello carving,used_for,1142,player communication,Carving made by Gough. Emits 'Hello'. Used for communication.,utility
684,thank you carving,used_for,1142,player communication,Carving made by Gough. Emits 'Thank you'. Expression of gratitude.,utility
685,very good! carving,used_for,1142,player communication,Carving made by Gough. Emits 'Very good!'. Expression of approval.,utility
686,i'm sorry carving,used_for,1142,player communication,Carving made by Gough. Emits apology. Used to express regret.,utility
687,help me! carving,used_for,1142,player communication,Carving made by Gough. Emits plea. Desperate communication.,utility
688,soul of quelaag,can_be_used_to,1033,create chaos weapon,Boss soul. Daughter of the Witch of Izalith. Can create Chaos weapon.,crafting
689,soul of sif,associated_with,58,artorias,Boss soul. Sif guards Artorias's grave. Divine knightsword inheritance.,narrative_reference
690,"soul of gwyn, lord of cinder",originates_from,71,gwyn,Final boss soul. Linked the First Flame. Extremely powerful.,origin
691,core of an iron golem,originates_from,53,iron golem,Soul of Sen's Fortress boss. Originates from everlasting dragon.,origin
692,soul of ornstein,used_for,1189,crafting weapon,Boss soul. One of Gwyn’s Four Knights. Used for unique weapon.,crafting
693,soul of the moonlight butterfly,created_by,68,seath,Boss soul. Created by Seath. Linked to sorcery.,narrative_reference
694,soul of smough,originates_from,54,smough,Boss soul. Executioner of Anor Londo. Gleeful demeanor.,narrative_reference
695,soul of priscilla,boss_soul_of,55,priscilla,Priscilla is a unique crossbreed boss in the Painted World. Her soul holds life-antithesis power.,lore
696,soul of gwyndolin,boss_soul_of,69,dark sun gwyndolin,Gwyndolin is the lastborn of Gwyn and leader of the Darkmoon covenant.,lore
697,guardian soul,boss_soul_of,57,sanctuary guardian,The soul of the winged lion-like demon guarding Oolacile Sanctuary.,lore
698,soul of artorias,boss_soul_of,58,artorias,Artorias was consumed by the Abyss; the player inherits his honor and soul.,lore
699,soul of manus,boss_soul_of,59,manus,"Manus, Father of the Abyss, was once human. His soul seeks a broken pendant.",lore
700,large ember,used_by_blacksmiths,1393,blacksmiths of astora,Used to ascend standard weapons from +5 to +10 or Raw. Linked to Astoran smithing.,functional
701,very large ember,used_by_blacksmiths,1122,undead parish giant blacksmith,Allows weapon ascension from +10 to +15; the final upgrade level for standard weapons.,functional
702,crystal ember,creates_weapon_type,1292,crystal weapons,Used to create brittle but powerful weapons. Linked to Seath's methods.,functional
703,large magic ember,used_by_blacksmiths,1168,vinheim blacksmiths,Enables magic weapon upgrades to +10; tied to Vinheim sorcery tradition.,functional
704,enchanted ember,originated_from,869,oolacile,"This ember allows enchanted upgrades and is found in Oolacile, ancient and mysterious.",lore
705,divine ember,creates_weapon_type,978,divine weapons,Used to create weapons effective against undead; imbued with holy power.,functional
706,large divine ember,ritual_object_of,1118,secret church rites,Enables divine upgrades to +10; linked to secret ecclesiastical rites.,lore
707,dark ember,creates_weapon_type,1362,occult weapons,Infuses weapons to damage gods and kin. Taboo in Anor Londo.,lore
708,large flame ember,used_to_upgrade,986,fire weapons,Upgrades fire weapons to +10. Origin traces back to the Age of Fire.,functional
709,chaos flame ember,linked_to,14,lost izalith,Used for chaos weapon crafting. Chaos weapons scale with Humanity.,lore
710,titanite shard,used_to_upgrade,1220,standard weapons,Basic material for upgrading standard weapons up to +5.,functional
711,large titanite shard,used_to_upgrade,980,raw weapons,Used to upgrade standard weapons to +10 and raw weapons to +5.,functional
712,green titanite shard,used_to_upgrade,1265,magic weapons,"Needed for early upgrades of magical, divine, and fire-aligned weapons.",functional
712,green titanite shard,used_to_upgrade,978,divine weapons,"Needed for early upgrades of magical, divine, and fire-aligned weapons.",functional
712,green titanite shard,used_to_upgrade,986,fire weapons,"Needed for early upgrades of magical, divine, and fire-aligned weapons.",functional
713,titanite chunk,used_to_upgrade,1292,crystal weapons,Required for high-level upgrades to +14 standard and +4 elemental paths.,functional
713,titanite chunk,used_to_upgrade,1412,lightning weapons,Required for high-level upgrades to +14 standard and +4 elemental paths.,functional
714,blue titanite chunk,used_to_upgrade,1265,magic weapons,Used for advanced magic upgrades up to +9 and enchanted to +4.,functional
714,blue titanite chunk,used_to_upgrade,1433,enchanted weapons,Used for advanced magic upgrades up to +9 and enchanted to +4.,functional
715,white titanite chunk,used_to_upgrade,978,divine weapons,Used to upgrade divine weapons to +9 and occult to +4.,functional
715,white titanite chunk,used_to_upgrade,1362,occult weapons,Used to upgrade divine weapons to +9 and occult to +4.,functional
716,red titanite chunk,used_to_upgrade,986,fire weapons,Enables fire and chaos weapon upgrades to +9 and +4 respectively.,functional
716,red titanite chunk,used_to_upgrade,1250,chaos weapons,Enables fire and chaos weapon upgrades to +9 and +4 respectively.,functional
717,titanite slab,used_to_upgrade,1220,standard weapons,Final upgrade material for several weapon paths. Rare and divine.,functional
717,titanite slab,used_to_upgrade,1292,crystal weapons,Final upgrade material for several weapon paths. Rare and divine.,functional
717,titanite slab,used_to_upgrade,1412,lightning weapons,Final upgrade material for several weapon paths. Rare and divine.,functional
718,blue titanite slab,used_to_upgrade,1265,magic weapons,Allows final upgrade of magic to +10 and enchanted to +5.,functional
718,blue titanite slab,used_to_upgrade,1433,enchanted weapons,Allows final upgrade of magic to +10 and enchanted to +5.,functional
719,white titanite slab,used_to_upgrade,978,divine weapons,Needed for final divine and occult upgrades to +10 and +5 respectively.,functional
719,white titanite slab,used_to_upgrade,1362,occult weapons,Needed for final divine and occult upgrades to +10 and +5 respectively.,functional
720,red titanite slab,reinforces,986,fire weapons,Reinforces fire weapons to +10,functional
720,red titanite slab,reinforces,1250,chaos weapons,Reinforces chaos weapons to +5,functional
721,dragon scale,reinforces,1177,dragon weapons,Used to reinforce dragon weapons,functional
721,dragon scale,originates_from,929,ancient dragon,Peeled from an ancient dragon,lore
722,demon titanite,reinforces,1219,special weapons,Used to reinforce special weapons,functional
722,demon titanite,stolen_from,862,titanite demon,Stolen from Titanite Demon,lore
723,twinkling titanite,reinforces,1401,non-standard weapons,Used to reinforce weapons that cannot be reinforced normally,functional
725,crest of artorias,opens,1340,sealed door to artorias's grave,Opens sealed door in Darkroot Garden,functional
725,crest of artorias,related_to,58,artorias,Linked to the grave of Sir Artorias,lore
732,annex key,opens,931,annex in painted world of ariamis,Opens annex in Painted World,functional
733,dungeon cell key,opens,1162,undead asylum cell,Used in Undead Asylum,functional
734,big pilgrim's key,opens,1375,inner door of undead asylum,Grants access deeper into Asylum,functional
736,key to the seal,opens,1286,new londo floodgates,Used to access Four Kings,functional
736,key to the seal,seals_away,72,four kings,Key's purpose is to isolate Four Kings,lore
737,key to depths,opens,1309,door from lower undead burg to depths,Grants access to Depths,functional
747,lord soul,related_to,63,gravelord nito,lore_reference,
747,lord soul,related_to,71,gwyn,lore_reference,
747,lord soul,related_to,73,bed of chaos,lore_reference,
749,bequeathed lord soul shard,related_to,72,four kings,lore_reference,
749,bequeathed lord soul shard,related_to,68,seath,lore_reference,
750,lordvessel,location_usage,37,firelink altar,location_reference,
750,lordvessel,related_to,71,gwyn,lore_reference,
750,lordvessel,related_to,772,kaathe,lore_reference,
750,lordvessel,related_to,766,frampt,lore_reference,
750,lordvessel,location_usage,37,firelink altar,location_reference,
750,lordvessel,used_with,1231,bonfires,functional_usage,
751,broken pendant,related_to,59,manus,lore_reference,
751,broken pendant,related_to,869,oolacile,lore_reference,
752,weapon smithbox,used_with,1231,bonfires,functional_usage,
752,weapon smithbox,used_with,1320,titanite,functional_usage,
753,armor smithbox,used_with,1231,bonfires,functional_usage,
753,armor smithbox,used_with,1320,titanite,functional_usage,
754,repairbox,used_with,1231,bonfires,functional_usage,
755,rite of kindling,used_with,1231,bonfires,functional_usage,
755,rite of kindling,affects,630,estus flask,mechanical_effect,
755,rite of kindling,related_to,804,undead,lore_reference,
756,bottomless box,used_with,1231,bonfires,functional_usage,
758,marvellous chester,has_item,498,snickering top hat,Associated with Chester’s equipment set,equipment
758,marvellous chester,located_in,869,oolacile,Time-displaced traveler found in the past of Oolacile,location
759,lord's blade ciaran,member_of,1289,four knights of gwyn,One of Lord Gwyn's Four Knights,affiliation
759,lord's blade ciaran,uses_weapon,261,gold tracer,Uses Gold and Dark Silver Tracers,equipment
759,lord's blade ciaran,uses_weapon,262,dark silver tracer,Uses Gold and Dark Silver Tracers,equipment
759,lord's blade ciaran,has_item,520,hornet ring,Owner of the Hornet Ring,equipment
759,lord's blade ciaran,emotionally_linked_to,58,artorias,Pays respects to a dear friend; linked by emotional connection,relationship
761,darkmoon knightess,role,898,fire keeper,Serves as the Fire Keeper in Anor Londo,occupation
761,darkmoon knightess,location,31,anor londo,Keeper of the bonfire in Anor Londo,location
761,darkmoon knightess,follower_of,69,dark sun gwyndolin,Became a Blade of the Darkmoon after visiting Gwyndolin,affiliation
762,domhnall of zena,origin,890,zena,Merchant from the land of Zena,origin
762,domhnall of zena,role,1204,merchant,Offers trinkets and unique items,occupation
763,eingyi,role,1035,servant,Serves a Daughter of Chaos,occupation
763,eingyi,condition,1051,egg-bearing undead,A heretical pyromancer who became an egg-bearing Undead,state
763,eingyi,keeper_of,624,servant roster,Keeper of the Servant Roster,responsibility
764,elizabeth,guardian_of,21,oolacile sanctuary,Self-described as guardian of the sanctuary,responsibility
764,elizabeth,associated_with,1043,healing mushroom,Associated with the healing mushroom and sanctuary,object
764,elizabeth,associated_with,954,oolacile sorceries,Associated with Oolacile’s sorceries,magic
766,kingseeker frampt,type,1411,primordial serpent,Primordial serpent and close friend of Gwyn,classification
766,kingseeker frampt,ally_of,71,gwyn,Close friend of Gwyn,affiliation
766,kingseeker frampt,opposes,772,darkstalker kaathe,Opposes Kaathe’s view,conflict
766,kingseeker frampt,advocates_for,1050,linking the fire,Guides Chosen Undead toward linking the Fire,ideology
768,hawkeye gough,member_of,1289,four knights of gwyn,One of Gwyn’s Four Knights,affiliation
768,hawkeye gough,role,854,dragonslayer,Leader of the Dragonslayers,occupation
768,hawkeye gough,uses_weapon,177,dragonslayer greatbow,Wielder of Dragonslayer Greatbow,equipment
768,hawkeye gough,associated_with,521,hawk ring,Associated with Hawk Ring and long-range archery,equipment
768,hawkeye gough,carves,1329,archtree heads,"Carves archtree heads in imprisonment, imbuing them with emotion",activity
768,hawkeye gough,friend_of,58,artorias,Honors the player for restoring Artorias' dignity; was his friend,relationship
769,griggs of vinheim,from_location,871,vinheim,He is originally from Vinheim and practices its sorceries.,descriptive
769,griggs of vinheim,rescued_by,1298,player,He is rescued by the player and becomes a sorcery trainer.,descriptive
769,griggs of vinheim,occupation,1419,sorcery instructor,He offers sorcery instruction after being rescued.,descriptive
770,gwynevere,child_of,71,gwyn,"She is the daughter of Lord Gwyn, as stated multiple times.",descriptive
770,gwynevere,grants,750,lordvessel,She grants the Lordvessel to the Chosen Undead.,explicit
770,gwynevere,grants,1141,covenant ring,She offers a covenant ring upon alliance.,explicit
770,gwynevere,married_to,913,flame god flann,She is described as the wife of the Flame God Flann.,explicit
770,gwynevere,associated_with,596,soothing sunlight,She is the source of powerful healing miracles such as Soothing Sunlight.,descriptive
770,gwynevere,associated_with,598,bountiful sunlight,She is the source of powerful healing miracles such as Bountiful Sunlight.,descriptive
771,ingward,member_of,892,sealers of new londo,He is one of the Sealers of New Londo.,explicit
771,ingward,uses,566,resist curse,He is known for using the Resist Curse sorcery.,explicit
772,darkstalker kaathe,leader_of,810,darkwraiths,He is associated with and incites the Darkwraiths.,explicit
772,darkstalker kaathe,grants,618,red eye orb,He is associated with the Red Eye Orb used by Darkwraiths.,explicit
772,darkstalker kaathe,primordial_serpent,1332,yes,He is one of the primordial serpents alongside Frampt.,descriptive
772,darkstalker kaathe,opposes,766,kingseeker frampt,He is a philosophical and narrative counterpart to Frampt.,explicit
772,darkstalker kaathe,advocates_for,967,age of dark,He supports the Age of Dark and guides the player toward becoming the Dark Lord.,explicit
774,big hat logan,obsessed_with,1106,knowledge,"He is repeatedly described as obsessed with knowledge, especially Seath’s.",explicit
774,big hat logan,mentor_of,769,griggs of vinheim,He is mentioned as Griggs' mentor.,explicit
774,big hat logan,studied_at,973,dragon school,He studied at the Dragon School of Vinheim.,explicit
774,big hat logan,pursues,68,seath the scaleless,He seeks Seath’s secrets of immortality.,descriptive
774,big hat logan,developed,187,logan's catalyst,He strengthened his catalyst into Logan’s Catalyst.,explicit
774,big hat logan,developed,549,homing soulmass,He created powerful sorceries like Homing Soulmass.,explicit
774,big hat logan,developed,551,soul spear,He created powerful sorceries like Soul Spear.,explicit
775,nest,,1172,unnamed crow-like creature,Interpreted as a crow due to voice and nature of item trades,interpretation
775,nest,trades_with,1298,player,Exchanges items if the player drops 'warm and soft' objects in the nest,interaction
776,nico,accompanies,783,reah of thorolund,Travels alongside Reah as an escort,association
776,nico,betrayed_by,780,patches,Went Hollow due to Patches' deception,cause_effect
777,oscar,gives,630,estus flask,Gives the player their first Estus Flask in the Undead Asylum,gift
777,oscar,believes_in,992,the prophecy,Places faith in the Undead prophecy and urges the player to fulfill it,belief
778,oswald,originates_from,796,carim,Described as a pardoner hailing from Carim,origin
778,oswald,handles,1221,sin and indictments,"Oversees forgiveness of sin, confessions, and Indictments",role
778,oswald,knows_about,781,petrus,Possesses knowledge of Petrus’ conduct,knowledge_of
779,palespider,related_to,67,quelaag,Refers to Quelaag affectionately as a sister,familial
779,palespider,suffers_from,1094,chaos corruption,Endures suffering due to demonic corruption,condition
779,palespider,leads,1149,chaos servant covenant,Presides over the Chaos Servant Covenant,role
780,patches,deceives,1298,player,Known for luring the player into traps and ambushes,deception
780,patches,deceives,1159,reah's escorts,Caused the Hollowing of Vince and Nico by betraying them,deception
780,patches,despised_by,47,lautrec,Lautrec expresses his hatred for Patches,hostility
780,patches,self_identifies_as,1338,'trusty patches',Presents himself with false friendliness under this alias,self_reference
782,quelana of izalith,founded,1072,pyromancy,Identified as the originator of pyromancy,creation
782,quelana of izalith,is,12,daughter of chaos,One of the daughters of the Witch of Izalith,identity
782,quelana of izalith,teaches,576,firestorm,Mentor of advanced fire spells,instruction
782,quelana of izalith,teaches,577,fire tempest,Mentor of advanced fire spells,instruction
782,quelana of izalith,teaches,579,fire whip,Mentor of advanced fire spells,instruction
782,quelana of izalith,inhabits,1327,poison swamp,Said to dwell in the swamp area,location
782,quelana of izalith,related_to,67,quelaag,Implied to be another sister in the Izalith family,familial
782,quelana of izalith,related_to,955,fair lady,Implied to be another sister in the Izalith family,familial
783,reah of thorolund,is_daughter_of,971,house of thorolund,"Noble background, the youngest daughter",origin
783,reah of thorolund,protected_by,781,petrus,Initially guarded by Petrus during her Undead mission,protection
783,reah of thorolund,accompanied_by,776,nico,Traveled with two cleric escorts on her mission,association
783,reah of thorolund,accompanied_by,791,vince,Traveled with two cleric escorts on her mission,association
785,shiva of the east,member_of,1252,alvina's clan,Confirmed member of Alvina's forest hunters,affiliation
785,shiva of the east,owns,223,iron round shield,Possesses this item within his inventory,ownership
785,shiva of the east,captains,1083,clan brigade from the east,Leads the Eastern warriors allied with Alvina,leadership
785,shiva of the east,suspected_of,1218,hiding something,Dialogue and behavior suggest secretive motives,suspicion
786,sieglinde of catarina,rescued_by,1298,player,The player frees her from a cell during the game,rescue
786,sieglinde of catarina,searches_for,1011,her father,"States she is seeking her father, Siegmeyer",goal
786,sieglinde of catarina,is_daughter_of,787,siegmeyer,"States she is seeking her father, Siegmeyer",affiliation
786,sieglinde of catarina,mentions,1304,her mother's last words,Speaks of her mother’s final message,dialogue
787,siegmeyer of catarina,parent_of,786,sieglinde of catarina,Father of Sieglinde,character_relationship
786,sieglinde of catarina,mentioned_by,787,siegmeyer of catarina,References a character named 'Lin' who may be his daughter,mention
788,undeadman,accompanied_by,976,yulia,Accompanied by Yulia,npc_relation
789,undeadwoman,possibly_hollowed,789,undeadwoman,Erratic behavior suggests she is close to hollowing,state
790,vamos,associated_with,472,royal helm,Associated with the Royal Helm,item_association
790,vamos,uses,1345,embers,Uses embers to craft weapons,crafting
791,vince,escorted,783,reah of thorolund,One of Reah's former escorts,character_relationship
791,vince,deceived_by,780,patches,Deceived by Patches,conflict
792,alvina,friend_of,58,artorias,Trusted friend of Knight Artorias,character_relationship
792,alvina,friend_of,62,sif,Trusted friend of Great Wolf Sif,character_relationship
792,alvina,referenced_by,785,shiva of the east,Referenced as authority figure,mention
792,alvina,leads,1348,forest hunter covenant,Leader of the Forest Hunter covenant,faction_leadership
793,anastacia,fire_keeper,1400,bonfire,Mute Fire Keeper of the bonfire,function
794,andre of astora,uses,1345,embers,Requests embers to craft divine weapons,crafting
794,andre of astora,from,808,astora,Blacksmith from Astora,origin
795,knights of carim,from,796,carim,Famous knights from Carim,origin
796,carim,origin_of,1398,snipers,Origin of snipers who use crossbows,origin
797,ghosts of new londo,can_be_damaged_by,798,cursed weapons,Ghosts in New Londo can only be harmed with cursed weapons.,
798,cursed weapons,can_damage,797,ghosts of new londo,These weapons are capable of harming otherwise immune ghosts.,
799,lowly thieves,known_for,1224,critical attacks,Low-tier enemies characterized by their reliance on critical strikes.,
800,bandits,preferred_weapon_type,1253,slicing weapons,"Bandits prefer slicing-type weapons, highlighting their aggressive style.",
801,dragon crossbreed,refers_to,55,priscilla,The term Dragon Crossbreed refers to Priscilla’s mixed heritage.,
802,white-robed painting guardians,part_of_group,834,painting guardians,They belong to an ancient order guarding the Great Paintings in Anor Londo.,
802,white-robed painting guardians,fighting_style,1082,dance-like,"Their combat movements resemble a dance, indicating ceremonial training.",
803,knight king rendal,ruled,806,ancient kingdom of balder,"Former ruler of Balder, associated with the Balder Shield and legendary status.",
803,knight king rendal,known_for,1321,steel protection and dragon combat,Famous for facing a giant drake and using the Ring of Steel Protection.,
803,knight king rendal,failed_to_reach,31,anor londo,"Listed among those who did not reach Anor Londo, implying a failed quest.",
804,undead,associated_with,806,ancient kingdom of balder,"Balder fell due to the Undead outbreak, linking the Undead to its ruin.",
804,undead,fears,1016,flame,"Undead are said to fear flame, as referenced by pyromancies.",
804,undead,charmed_by,587,undead rapport,Undead can be influenced by the Undead Rapport pyromancy.,
804,undead,defined_by,628,darksign,"Undead are cursed beings marked by the Darksign, unable to die permanently.",
805,hollowed,uses,1161,broken weapons,"Hollowed enemies wield broken gear, reflecting their decayed state.",
806,ancient kingdom of balder,ruined_by,804,undead,The kingdom was destroyed due to the spread of the Undead curse.,
806,ancient kingdom of balder,ruled_by,803,knight king rendal,Once ruled by Knight King Rendal before falling to the Undead.,
807,lifehunt,power_wielded_by,55,priscilla,"Lifehunt is the unique power wielded by Priscilla, associated with bleeding and death.",
808,astora,associated_with,1373,high-ranked knights,Astora is known for producing elite knights and is referenced in multiple shield items.,
808,astora,associated_with,995,enchanted shields,"Astora is linked to multiple enchanted shields (Items 1145, 1146, 1152).",
808,astora,homeland_of,794,andre,Andre of Astora is a blacksmith who hails from this region.,
808,astora,homeland_of,793,anastacia,Anastacia the Fire Keeper is originally from Astora.,
809,undead asylum,location_type,1383,prison,The Undead Asylum is described as a Northern prison and the starting zone for the Chosen Undead.,
809,undead asylum,contains,1422,discarded relics,The Asylum holds cast-off items and forgotten artifacts.,
810,darkwraiths,followers_of,772,kaathe,The Darkwraiths serve the primordial serpent Kaathe and are tied to the Abyss.,
810,darkwraiths,corrupted_by,5,abyss,"Originally knights of New Londo, the Darkwraiths were corrupted by the Abyss.",
810,darkwraiths,sealed_with,72,four kings,Darkwraiths were sealed alongside the Four Kings in New Londo.,
812,silver knights,serve,31,anor londo,Silver Knights remain in Anor Londo and defend its goddess.,
812,silver knights,guard,770,gwynevere,They serve a false goddess left in Anor Londo after Gwyn’s departure.,
813,stone knights,guard,18,darkroot garden,These moss-covered golems are magically animated to defend the Darkroot Garden.,
813,stone knights,created_by,1169,ancient magic,The Stone Knights are not natural beings but constructs of forest sorcery.,
